Startup_ID,Domain,Startup_Stage,Industry_Funder_Type,Investment_Amount,Valuation,Number_of_Investors,Year_Founded,Growth_Rate_Cent
ST102999,IoT,MVP,Corporate R&D,4267049051.91,21121654256.85837,22,2003,131.54
ST103000,AI,MVP,VC Firm,731332280.86,2364840507.497715,21,2012,166.93
ST103001,AI,Early Revenue,Angel Investor,481555208.18,1021151631.4875658,26,2022,195.51
ST103002,AI,MVP,VC Firm,1767925131.61,4882234771.754528,9,2001,13.02
ST103003,IoT,MVP,Corporate R&D,4383254190.34,9632734975.856152,21,2008,7.4
ST103004,Sustainability,Early Revenue,Corporate R&D,298758137.64,1283463438.4592006,48,2008,136.06
ST103005,Healthcare,Prototype,VC Firm,1331379148.67,4183626047.339869,19,2022,111.41
ST103006,AgriTech,Idea,Angel Investor,637777483.77,2610624488.7560086,20,2003,23.44
ST103007,AgriTech,Prototype,Corporate R&D,3901758498.77,17324902571.42442,33,2002,175.37
ST103008,Energy,MVP,Corporate R&D,3505495994.36,6889429220.705545,7,2021,189.81
ST103009,Smart Cities,Early Revenue,Corporate R&D,1809633874.7,6608640690.148679,18,2006,146.66
ST103010,Sustainability,Early Revenue,Corporate R&D,1435875960.16,6659732378.906476,40,2016,52.59
ST103011,Energy,Early Revenue,VC Firm,1567416787.49,4371283404.808745,5,2005,41.1
ST103012,AI,Prototype,Angel Investor,3453462521.8,5668354955.31781,23,2001,87.52
ST103013,Energy,Early Revenue,Angel Investor,4297217867.28,9943688269.581116,10,2007,93.57
ST103014,Blockchain,Early Revenue,Corporate R&D,4830723181.9,22296587072.83305,29,2000,172.06
ST103015,AgriTech,Idea,VC Firm,3368668118.41,8608614631.256342,20,2018,39.82
ST103016,IoT,Idea,Government Grant,4771687627.85,17050643455.529634,17,2012,19.39
ST103017,AgriTech,Prototype,Government Grant,3858606878.79,14108245671.741705,3,2010,47.59
ST103018,Smart Cities,Prototype,Government Grant,1782930366.83,6303368295.847288,11,2018,116.68
ST103019,Sustainability,Idea,Angel Investor,3557422676.41,11437773631.090176,1,2021,78.19
ST103020,Healthcare,Idea,Angel Investor,4540696007.16,17164666785.944977,39,2003,73.26
ST103021,Healthcare,Prototype,Government Grant,3077013617.83,11295502711.311789,3,2002,126.58
ST103022,Energy,Early Revenue,VC Firm,2052098121.61,4677643678.306477,12,2000,55.14
ST103023,Sustainability,Early Revenue,Angel Investor,4689109291.2,20727144270.46829,33,2003,17.43
ST103024,IoT,Idea,Angel Investor,4637218234.32,12102995887.946829,23,2014,38.02
ST103025,Healthcare,MVP,Angel Investor,2804445720.59,5671509862.000879,23,2000,94.9
ST103026,Blockchain,Idea,Government Grant,1568796386.23,6237570854.531069,4,2016,159.17
ST103027,Energy,MVP,Angel Investor,544304151.96,2353009655.809813,16,2022,100.99
ST103028,AI,Early Revenue,Angel Investor,2946269512.71,9676961563.54404,8,2021,71.59
ST103029,Energy,Prototype,VC Firm,3009779133.24,8438713808.992254,31,2020,153.23
ST103030,AI,MVP,Government Grant,3179547505.57,12049279238.276724,18,2021,24.81
ST103031,AI,Idea,Angel Investor,2825320640.78,12671819874.78918,30,2004,34.6
ST103032,Energy,Prototype,VC Firm,2734741339.96,13227818230.718542,14,2013,112.79
ST103033,AI,Idea,VC Firm,2493396079.1,9335207797.693983,3,2008,91.46
ST103034,IoT,MVP,Corporate R&D,1957890597.92,7934734404.004288,34,2015,47.54
ST103035,AgriTech,Prototype,Government Grant,2151025784.98,8015386145.260005,20,2002,63.41
ST103036,Smart Cities,Prototype,VC Firm,1804337930.19,6545430422.793742,8,2006,159.2
ST103037,IoT,Prototype,Government Grant,1529900387.27,3234457333.0028334,22,2017,50.73
ST103038,Smart Cities,Early Revenue,Government Grant,3804092714.95,13174048185.857117,19,2009,112.97
ST103039,IoT,Early Revenue,Corporate R&D,1757018730.96,5639858547.699284,23,2006,5.7
ST103040,Healthcare,Early Revenue,VC Firm,2550331241.67,3928792262.286684,33,2014,62.95
ST103041,Sustainability,Early Revenue,Government Grant,2917674697.8,6648837800.483709,42,2012,85.94
ST103042,AI,Early Revenue,Government Grant,2722823521.88,6832880442.773062,24,2011,149.24
ST103043,IoT,Prototype,Angel Investor,1674402920.43,3944455891.386659,12,2008,128.41
ST103044,Healthcare,Early Revenue,VC Firm,4843389574.37,18043520153.834576,46,2002,178.26
ST103045,Healthcare,Early Revenue,Angel Investor,1620220105.77,2961965355.820223,46,2009,88.66
ST103046,AI,Early Revenue,Angel Investor,2664052321.03,8218774366.331616,41,2010,18.63
ST103047,Blockchain,Prototype,Corporate R&D,1065031692.16,1719698833.3406093,9,2005,157.39
ST103048,Blockchain,Early Revenue,Angel Investor,967600385.84,4062034497.829963,2,2012,188.0
ST103049,Blockchain,Idea,VC Firm,1306888885.32,6275661992.270374,41,2001,124.49
ST103050,AI,MVP,Angel Investor,2554720951.37,8949870835.054197,16,2007,150.01
ST103051,Blockchain,Early Revenue,Corporate R&D,794591351.43,2166406292.329204,10,2013,9.23
ST103052,Blockchain,Idea,Angel Investor,2510207560.11,10754395986.38905,10,2022,141.21
ST103053,AgriTech,Prototype,Corporate R&D,61463308.37,104426496.01247576,49,2009,104.61
ST103054,Energy,MVP,Angel Investor,4261120541.72,20359160221.723843,22,2008,53.59
ST103055,Blockchain,Early Revenue,Angel Investor,1780859475.93,7507288136.37235,41,2021,124.47
ST103056,Healthcare,MVP,Angel Investor,1653060603.17,2940563177.0160184,40,2000,103.37
ST103057,Healthcare,Idea,Government Grant,1814623864.35,9016388598.365168,27,2021,50.95
ST103058,Energy,Early Revenue,Government Grant,1312698115.57,5232013644.678048,9,2011,144.02
ST103059,AgriTech,Early Revenue,Angel Investor,2781514172.14,13531710191.133995,32,2001,143.37
ST103060,AgriTech,Prototype,VC Firm,2401806226.46,6259110477.475401,34,2022,42.43
ST103061,IoT,Idea,Angel Investor,4411053888.66,18273005321.19001,1,2020,81.57
ST103062,IoT,Prototype,Government Grant,3312594935.28,12928520957.0521,4,2015,108.1
ST103063,AgriTech,Prototype,Government Grant,2764574193.14,13082738795.491268,1,2007,82.43
ST103064,Blockchain,Early Revenue,VC Firm,3694729311.81,8992590530.246944,36,2022,117.06
ST103065,Sustainability,Prototype,Angel Investor,1071067277.78,3922994194.981909,24,2013,167.01
ST103066,AgriTech,MVP,VC Firm,4982239248.36,21977816885.3103,3,2023,48.28
ST103067,Healthcare,Idea,VC Firm,2900980073.78,8024478656.675542,23,2001,26.12
ST103068,AI,Idea,Angel Investor,118760725.91,264063959.0068908,29,2018,64.86
ST103069,Blockchain,Idea,Angel Investor,1119837680.68,5039175149.304521,29,2012,156.17
ST103070,Energy,Early Revenue,Corporate R&D,3663505929.71,7265624101.401167,39,2019,93.2
ST103071,AgriTech,Prototype,Government Grant,877369403.1,1573550063.0662415,45,2014,6.15
ST103072,Smart Cities,Prototype,Corporate R&D,3486291676.24,17209824465.343113,27,2019,180.38
ST103073,IoT,Early Revenue,Angel Investor,2419242681.07,4452175819.329354,11,2014,167.9
ST103074,Smart Cities,Early Revenue,Angel Investor,4042805234.01,7604331036.789307,36,2017,94.29
ST103075,Smart Cities,Early Revenue,VC Firm,1778576929.31,7028803165.025715,6,2017,18.82
ST103076,Sustainability,MVP,Government Grant,1581802480.56,4281616484.96942,17,2003,41.91
ST103077,Healthcare,MVP,Corporate R&D,4965810352.39,19775931056.3748,19,2022,175.89
ST103078,AI,Prototype,Angel Investor,2687633337.61,7202805114.695889,13,2012,143.86
ST103079,Energy,Idea,VC Firm,4903286117.45,17990222485.15402,36,2014,182.71
ST103080,Energy,Idea,Government Grant,416344107.84,911651572.2030692,24,2015,93.07
ST103081,AgriTech,Idea,Government Grant,3207029594.38,13204754227.5368,9,2022,22.69
ST103082,IoT,Idea,VC Firm,1735303480.92,7143517755.988474,46,2015,198.35
ST103083,Healthcare,Prototype,VC Firm,256106795.41,643220253.6689985,43,2019,155.45
ST103084,Smart Cities,Idea,Angel Investor,2207677649.68,10953284100.18925,2,2019,61.58
ST103085,Blockchain,Prototype,VC Firm,2023628643.97,7330580219.721894,30,2015,134.7
ST103086,Blockchain,Early Revenue,Government Grant,540531315.34,2691341321.6139827,15,2017,199.47
ST103087,Blockchain,Early Revenue,VC Firm,430318588.93,1986192172.5457735,16,2004,43.36
ST103088,AI,Prototype,Angel Investor,2019410420.87,3396181820.763555,45,2006,8.6
ST103089,Blockchain,Prototype,VC Firm,3016085428.2,9251300205.50695,12,2010,69.15
ST103090,Healthcare,Idea,Government Grant,2330521689.88,7941073344.414797,5,2004,86.08
ST103091,AgriTech,Prototype,Corporate R&D,4936426912.59,13812817755.064342,24,2007,176.46
ST103092,Sustainability,Early Revenue,Corporate R&D,2002638675.94,3412306508.6731515,4,2002,129.59
ST103093,Sustainability,Early Revenue,Angel Investor,4482701547.43,12975256703.443008,36,2003,102.85
ST103094,AgriTech,Early Revenue,Angel Investor,3009532981.08,6744050886.732742,41,2007,110.0
ST103095,AgriTech,Idea,Corporate R&D,948546638.28,3578822576.493671,17,2007,43.16
ST103096,Blockchain,Early Revenue,VC Firm,2732662101.97,5179308572.034017,47,2006,197.89
ST103097,Energy,Prototype,Corporate R&D,141532957.56,427764522.7405108,1,2008,20.07
ST103098,Sustainability,Early Revenue,Corporate R&D,3334150562.19,5965390903.530125,28,2013,77.88
ST103099,Sustainability,MVP,Angel Investor,3576144364.23,12621652668.557615,4,2022,48.22
ST103100,Blockchain,Early Revenue,Corporate R&D,2339121235.33,7961211393.731506,35,2009,90.85
ST103101,Healthcare,Early Revenue,VC Firm,2962572919.13,7097833477.19766,42,2011,148.49
ST103102,AI,Early Revenue,Corporate R&D,3129649820.69,5432106698.79452,45,2002,45.97
ST103103,Sustainability,Prototype,Corporate R&D,1238441544.96,4499286795.539579,37,2007,95.21
ST103104,Blockchain,MVP,Corporate R&D,4624656308.05,18658329529.52656,25,2008,95.47
ST103105,AI,Idea,Corporate R&D,3613872622.76,12744518578.943031,41,2004,79.06
ST103106,Blockchain,MVP,Government Grant,2777463522.46,10880692094.734888,18,2012,97.77
ST103107,Blockchain,Early Revenue,Government Grant,4957638479.48,10237436897.585869,15,2011,49.05
ST103108,Blockchain,Prototype,Angel Investor,2141398952.44,4698963968.799151,49,2004,77.1
ST103109,Smart Cities,Idea,Angel Investor,1829713315.02,5217818205.496694,14,2007,167.75
ST103110,Blockchain,MVP,Angel Investor,3639939475.3,12803640727.31948,25,2001,98.15
ST103111,Energy,Early Revenue,VC Firm,3611079965.39,15032740340.491102,29,2002,35.82
ST103112,IoT,Prototype,Angel Investor,1284144417.96,4588248270.55782,45,2018,182.4
ST103113,Sustainability,Early Revenue,Angel Investor,3896020013.81,14749830513.37121,33,2004,76.03
ST103114,AI,MVP,Corporate R&D,3738486289.03,8951463848.798191,17,2023,162.8
ST103115,AI,MVP,VC Firm,4419076587.36,16700327797.26735,43,2016,193.04
ST103116,Blockchain,Prototype,Corporate R&D,1872753026.08,4764860029.58318,26,2000,106.83
ST103117,Smart Cities,Idea,Corporate R&D,1390631631.41,4096735098.52498,24,2022,137.31
ST103118,IoT,Prototype,VC Firm,3000275260.87,11959257738.370928,39,2001,148.21
ST103119,Energy,Early Revenue,Angel Investor,507944867.93,770366704.0174417,37,2002,84.4
ST103120,Healthcare,MVP,VC Firm,4172328577.43,17604015189.883183,30,2009,6.08
ST103121,AI,Prototype,Government Grant,2207869928.04,10864797527.395147,38,2017,120.11
ST103122,Energy,MVP,VC Firm,2052926760.14,6285707125.453439,45,2020,45.49
ST103123,Healthcare,Prototype,VC Firm,511289618.53,1866163769.6025443,45,2020,166.07
ST103124,Energy,MVP,Corporate R&D,722693677.33,1202769721.3285964,28,2022,181.37
ST103125,Energy,Early Revenue,Corporate R&D,979838336.16,2023339649.8970835,28,2003,162.34
ST103126,Energy,Idea,Government Grant,4919573965.56,11692733016.005604,11,2002,63.74
ST103127,AI,MVP,VC Firm,2994750627.38,7686057889.92429,32,2011,127.1
ST103128,Sustainability,Idea,Angel Investor,2163043600.3,8154568710.372502,2,2001,146.37
ST103129,Healthcare,MVP,Angel Investor,2469133270.66,7278356310.412516,38,2008,84.23
ST103130,Sustainability,MVP,Government Grant,3846582082.86,11843059897.068851,14,2010,121.74
ST103131,Smart Cities,Early Revenue,Corporate R&D,1487947045.46,3122454674.036432,43,2010,121.53
ST103132,AI,Idea,Government Grant,2731484235.03,9330502434.954475,20,2001,129.64
ST103133,Healthcare,Prototype,Corporate R&D,998778215.03,3398141156.1525955,3,2005,163.6
ST103134,Sustainability,Prototype,Corporate R&D,4293634580.63,11164479582.727957,48,2019,89.4
ST103135,AI,Prototype,Angel Investor,2533496305.69,11002269362.97743,31,2020,112.21
ST103136,Smart Cities,Early Revenue,VC Firm,4115233935.36,8014016640.870859,9,2003,151.85
ST103137,Sustainability,Idea,Angel Investor,2198017668.61,5258542121.411791,43,2010,51.8
ST103138,Blockchain,Idea,Government Grant,2679669071.25,7496233143.166536,8,2007,127.17
ST103139,AI,Idea,VC Firm,2354243359.74,11698436540.522083,13,2013,52.87
ST103140,Smart Cities,MVP,Government Grant,744451434.07,2430663145.686315,21,2017,50.62
ST103141,IoT,Early Revenue,VC Firm,1737638712.23,5420014533.793021,28,2016,169.78
ST103142,Smart Cities,Idea,Government Grant,4137794623.01,16534974872.19584,45,2019,90.12
ST103143,Blockchain,Prototype,Government Grant,4538290593.63,9791694552.787115,11,2001,80.2
ST103144,Energy,MVP,Corporate R&D,1578632429.26,3353234327.3010755,48,2022,151.77
ST103145,AgriTech,Early Revenue,Corporate R&D,938565959.06,1534203625.3551233,46,2006,21.09
ST103146,Healthcare,MVP,Corporate R&D,4243628012.03,10319683837.70852,13,2001,195.54
ST103147,Smart Cities,MVP,Corporate R&D,3605982969.13,12048966959.040129,5,2011,70.2
ST103148,AI,Prototype,Government Grant,2691793888.69,12328707113.868502,31,2013,54.35
ST103149,Sustainability,Early Revenue,Corporate R&D,2889103626.36,13885832199.282228,6,2022,188.77
ST103150,IoT,MVP,VC Firm,4402040671.29,19080273053.624237,35,2019,18.13
ST103151,Energy,Idea,Corporate R&D,1683869102.95,5271864819.818792,30,2005,183.12
ST103152,AI,Early Revenue,VC Firm,2112704457.41,7385763596.878375,20,2009,58.24
ST103153,AI,Idea,Government Grant,1798289792.9,6081057239.845272,24,2015,75.86
ST103154,Sustainability,Prototype,Angel Investor,2386962989.52,8955882006.249813,7,2011,149.94
ST103155,Smart Cities,Early Revenue,Government Grant,336996677.72,1487587630.7199886,13,2016,81.05
ST103156,Blockchain,Early Revenue,Angel Investor,1197442681.3,3340238569.218824,45,2014,151.57
ST103157,Energy,Early Revenue,Angel Investor,1689703904.01,4558522895.053315,10,2004,85.91
ST103158,AgriTech,Idea,Angel Investor,533213823.36,1036443340.6384966,30,2020,12.07
ST103159,Smart Cities,Early Revenue,Corporate R&D,2321665264.85,10072398211.112331,7,2001,112.52
ST103160,Smart Cities,Early Revenue,Corporate R&D,1414031410.08,3319078528.9387164,49,2008,11.51
ST103161,IoT,Early Revenue,VC Firm,4594652492.94,20942912965.66017,30,2019,129.25
ST103162,AI,Prototype,Government Grant,4929164393.62,13589523179.779728,12,2022,174.27
ST103163,AI,Idea,Angel Investor,2048322370.84,6392067533.806213,35,2006,177.83
ST103164,Energy,Early Revenue,Angel Investor,260827281.58,1126975338.0150394,36,2020,161.55
ST103165,IoT,Idea,Corporate R&D,2499714981.17,8366830345.7036915,42,2002,149.68
ST103166,Blockchain,MVP,Corporate R&D,1653512675.62,6179008553.382817,25,2006,153.51
ST103167,AI,Prototype,Angel Investor,696436167.57,1949071039.6209264,15,2018,100.61
ST103168,Healthcare,Prototype,VC Firm,2489568107.78,8947877518.708298,13,2019,190.31
ST103169,IoT,MVP,Government Grant,303242339.45,466477970.4883577,37,2002,163.24
ST103170,Healthcare,Early Revenue,Angel Investor,1228269550.62,2606525301.541409,24,2019,52.06
ST103171,AI,Early Revenue,Government Grant,1132589895.38,2317592298.877119,46,2016,35.68
ST103172,Energy,MVP,Government Grant,3621940359.03,6779381927.769118,50,2001,14.14
ST103173,Sustainability,Idea,Angel Investor,4848173080.39,20605370553.293865,24,2008,76.75
ST103174,AgriTech,Early Revenue,Angel Investor,1001977155.58,3940313363.118068,8,2011,16.79
ST103175,Healthcare,Idea,Angel Investor,3627363455.47,11100985423.91898,35,2001,40.9
ST103176,Blockchain,MVP,VC Firm,2581380233.77,12873855452.490175,38,2021,68.07
ST103177,Sustainability,MVP,Angel Investor,92859428.0,413930324.8080083,15,2004,126.82
ST103178,AI,MVP,Government Grant,3826407274.56,6262625759.276392,24,2021,54.66
ST103179,Blockchain,MVP,Government Grant,3882700859.93,10243701007.400097,37,2007,117.11
ST103180,Sustainability,Idea,Angel Investor,107987466.36,430442179.8259265,39,2008,187.04
ST103181,AI,MVP,Corporate R&D,2671799649.6,4034716971.586921,39,2010,189.92
ST103182,Sustainability,Idea,Angel Investor,877239880.18,4147053666.995856,22,2010,30.91
ST103183,IoT,Prototype,Angel Investor,3791794909.54,16864301716.780975,25,2000,59.18
ST103184,IoT,Early Revenue,Corporate R&D,3687338723.58,5580464915.344975,2,2016,62.32
ST103185,Blockchain,MVP,VC Firm,171196357.94,493367277.5668849,36,2001,106.99
ST103186,Blockchain,Idea,VC Firm,964036624.88,3824347119.15481,8,2019,137.17
ST103187,AI,Idea,Angel Investor,414216694.58,1602034522.7495308,8,2005,64.06
ST103188,AI,Prototype,Government Grant,4689645715.29,19103871386.7533,34,2004,157.47
ST103189,AgriTech,Idea,Corporate R&D,1403095766.87,3296655769.9608397,17,2002,38.48
ST103190,Sustainability,Prototype,Angel Investor,1869313356.49,6835250912.0143385,42,2011,182.11
ST103191,Smart Cities,Early Revenue,Corporate R&D,2981270150.89,7615201500.277938,1,2020,67.6
ST103192,Energy,Early Revenue,VC Firm,3991812675.65,14606894105.466194,32,2011,189.2
ST103193,Energy,MVP,Angel Investor,2838751790.9,9954967300.194712,30,2015,81.38
ST103194,Sustainability,Prototype,Government Grant,3092086434.32,10449835861.565935,5,2009,32.88
ST103195,AI,Idea,Government Grant,3525143524.01,14629518209.134466,3,2003,110.42
ST103196,IoT,Early Revenue,Government Grant,4063437874.06,15374608067.98902,5,2011,157.05
ST103197,IoT,Idea,Corporate R&D,2280981904.71,7991264459.263357,47,2018,135.81
ST103198,AgriTech,Early Revenue,Government Grant,3408635361.12,5178333723.475002,50,2020,51.33
ST103199,Healthcare,Prototype,Corporate R&D,4040953868.35,20201365436.464108,36,2005,100.58
ST103200,AI,Early Revenue,Angel Investor,285905994.64,829799741.669961,2,2007,45.1
ST103201,AI,Idea,Government Grant,3154348290.44,11710303113.39886,5,2006,193.1
ST103202,Sustainability,Early Revenue,Government Grant,4476042955.37,11868822792.33648,50,2018,147.12
ST103203,AgriTech,MVP,Angel Investor,383405448.21,1707805022.2322,48,2012,50.98
ST103204,IoT,MVP,VC Firm,4999543707.18,22478446207.91794,24,2020,68.75
ST103205,IoT,Early Revenue,Corporate R&D,1458444595.24,4348177716.445563,5,2023,180.98
ST103206,IoT,Prototype,VC Firm,4475219992.21,19754109777.371445,19,2014,52.0
ST103207,IoT,Prototype,Corporate R&D,944814506.26,4481203995.318536,30,2017,44.98
ST103208,Healthcare,Early Revenue,Corporate R&D,3021510229.44,11773333867.700914,15,2013,163.2
ST103209,AgriTech,Prototype,Angel Investor,4213095818.18,7524235604.835462,14,2011,141.64
ST103210,Healthcare,Early Revenue,Government Grant,3940789005.67,6321451048.760881,41,2003,70.33
ST103211,Energy,Idea,Government Grant,813098327.17,2188144421.365222,35,2016,82.4
ST103212,Smart Cities,MVP,Corporate R&D,4156043511.78,10599268753.159098,27,2022,14.91
ST103213,Energy,MVP,Angel Investor,907792640.1,3989018569.2028594,41,2011,40.05
ST103214,Sustainability,MVP,VC Firm,4063681714.49,16741794382.792892,26,2004,172.2
ST103215,Sustainability,Prototype,Angel Investor,357755171.33,1276346219.4719512,15,2001,74.63
ST103216,IoT,MVP,Corporate R&D,1019700796.57,1931821876.8085885,38,2011,106.0
ST103217,Smart Cities,Prototype,Angel Investor,3480426353.58,10427749268.021631,19,2023,164.8
ST103218,AgriTech,Idea,Government Grant,718095277.13,3331768362.535985,33,2021,182.62
ST103219,IoT,MVP,VC Firm,4229708551.67,17834332519.397236,48,2009,107.32
